id,Run,Type,Common ranking,Match GS D,"GS Match, P (D Prop)","GS Match, P Prime (D Prop)",Match GS H,"GS Match, P (H Prop)","GS Match, P Prime (H Prop)",Match GS Trunc D,"GS Truncated Match, P (D Prop)","GS Truncated Match, P Prime (D Prop)",Match GS Trunc H,"GS Truncated Match, P (H Prop)","GS Truncated Match, P Prime (H Prop)",Match TAGS P D,"TAGS, P (D Prop)","TAGS, P Prime(D Prop)",Match TAGS P H,"TAGS, P (H Prop)","TAGS, P Prime(H Prop)",blocking pairs TAGS (D Prop),blocking pairs TAGS (H Prop),blocking pairs Trunc. GS (H Prop),blocking pairs Trunc. GS (D Prop),blocking pairs GS (D Prop),blocking pairs GS (H Prop)
W129,49,Doctor,110,H10,135,2,H10,135,2,Unmatched,0,0,Unmatched,0,0,H10,135,2,H10,135,2,4,4,193,193,0,0
W99,49,Doctor,111,H190,105,2,H190,105,2,Unmatched,0,0,Unmatched,0,0,H190,105,2,H190,105,2,0,0,193,193,0,0
W44,49,Doctor,112,H95,93,4,H95,93,4,Unmatched,0,0,Unmatched,0,0,H95,93,4,H95,93,4,0,0,193,193,0,0
W21,49,Doctor,113,H172,125,-1,H172,125,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,26,26,193,193,0,0
W40,49,Doctor,114,H137,110,3,H137,110,3,Unmatched,0,0,Unmatched,0,0,H137,110,3,H137,110,3,0,0,193,193,0,0
W117,49,Doctor,115,H155,129,3,H155,129,3,Unmatched,0,0,Unmatched,0,0,H155,129,3,H155,129,3,4,4,193,193,0,0
W143,49,Doctor,116,H42,32,2,H42,32,2,Unmatched,0,0,Unmatched,0,0,H42,32,2,H42,32,2,0,0,192,192,0,0
W95,49,Doctor,117,H101,119,2,H101,119,2,Unmatched,0,0,Unmatched,0,0,H101,119,2,H101,119,2,2,2,193,193,0,0
W124,49,Doctor,118,H177,153,-1,H177,153,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,24,24,192,192,0,0
W114,49,Doctor,119,H94,68,-1,H94,68,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,26,26,193,193,0,0
W14,49,Doctor,120,H5,171,4,H5,171,4,Unmatched,0,0,Unmatched,0,0,H5,171,4,H5,171,4,9,9,193,193,0,0
W6,49,Doctor,121,H197,105,2,H197,105,2,Unmatched,0,0,Unmatched,0,0,H197,105,2,H197,105,2,0,0,192,192,0,0
W193,49,Doctor,122,H28,159,3,H28,159,3,Unmatched,0,0,Unmatched,0,0,H28,159,3,H28,159,3,7,7,192,192,0,0
W142,49,Doctor,123,H163,98,4,H163,98,4,Unmatched,0,0,Unmatched,0,0,H163,98,4,H163,98,4,0,0,192,192,0,0
W27,49,Doctor,124,H75,68,1,H75,68,1,Unmatched,0,0,Unmatched,0,0,H75,68,1,H75,68,1,0,0,193,193,0,0
W163,49,Doctor,125,H90,16,1,H90,16,1,Unmatched,0,0,Unmatched,0,0,H90,16,1,H90,16,1,0,0,193,193,0,0
W16,49,Doctor,126,H20,155,-1,H20,155,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,25,25,193,193,0,0
W48,49,Doctor,127,H87,193,4,H87,193,4,Unmatched,0,0,Unmatched,0,0,H87,193,4,H87,193,4,19,19,193,193,0,0
W147,49,Doctor,128,H53,166,-1,H53,166,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,26,26,193,193,0,0
W60,49,Doctor,129,H109,166,-1,H109,166,-1,Unmatched,0,0,Unmatched,0,0,H129,188,3,H129,188,3,16,16,192,192,0,0
W46,49,Doctor,130,H198,7,1,H198,7,1,Unmatched,0,0,Unmatched,0,0,H198,7,1,H198,7,1,0,0,194,194,0,0
W132,49,Doctor,131,H126,95,1,H126,95,1,Unmatched,0,0,Unmatched,0,0,H126,95,1,H126,95,1,0,0,192,192,0,0
W70,49,Doctor,132,H61,170,5,H61,170,5,Unmatched,0,0,Unmatched,0,0,H61,170,5,H61,170,5,9,9,193,193,0,0
W122,49,Doctor,133,H31,23,2,H31,23,2,Unmatched,0,0,Unmatched,0,0,H31,23,2,H31,23,2,0,0,192,192,0,0
W178,49,Doctor,134,H158,28,1,H158,28,1,Unmatched,0,0,Unmatched,0,0,H158,28,1,H158,28,1,0,0,192,192,0,0
W29,49,Doctor,135,H49,22,1,H49,22,1,Unmatched,0,0,Unmatched,0,0,H49,22,1,H49,22,1,0,0,193,193,0,0
W154,49,Doctor,136,H62,18,2,H62,18,2,Unmatched,0,0,Unmatched,0,0,H62,18,2,H62,18,2,0,0,193,193,0,0
W118,49,Doctor,137,H51,184,4,H51,184,4,Unmatched,0,0,Unmatched,0,0,H177,156,2,H177,156,2,7,7,193,193,0,0
W96,49,Doctor,138,H80,142,3,H80,142,3,Unmatched,0,0,Unmatched,0,0,H80,142,3,H80,142,3,5,5,193,193,0,0
W138,49,Doctor,139,H12,106,2,H12,106,2,Unmatched,0,0,Unmatched,0,0,H12,106,2,H12,106,2,0,0,193,193,0,0
W184,49,Doctor,140,H47,190,-1,H47,190,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,23,23,192,192,0,0
W110,49,Doctor,141,H124,59,2,H124,59,2,Unmatched,0,0,Unmatched,0,0,H124,59,2,H124,59,2,0,0,193,193,0,0
W126,49,Doctor,142,H13,169,2,H13,169,2,Unmatched,0,0,Unmatched,0,0,H13,169,2,H13,169,2,9,9,193,193,0,0
W79,49,Doctor,143,H8,200,-1,H8,200,-1,Unmatched,0,0,Unmatched,0,0,H77,198,5,H77,198,5,20,20,193,193,0,0
W35,49,Doctor,144,H194,195,5,H194,195,5,Unmatched,0,0,Unmatched,0,0,H191,172,3,H191,172,3,9,9,192,192,0,0
W57,49,Doctor,145,H7,153,2,H7,153,2,Unmatched,0,0,Unmatched,0,0,H7,153,2,H7,153,2,7,7,192,192,0,0
W4,49,Doctor,146,H135,9,1,H135,9,1,Unmatched,0,0,Unmatched,0,0,H135,9,1,H135,9,1,0,0,193,193,0,0
W2,49,Doctor,147,H150,137,1,H150,137,1,Unmatched,0,0,Unmatched,0,0,H150,137,1,H150,137,1,4,4,193,193,0,0
W89,49,Doctor,148,H9,36,1,H9,36,1,Unmatched,0,0,Unmatched,0,0,H9,36,1,H9,36,1,0,0,192,192,0,0
W167,49,Doctor,149,H133,154,5,H133,154,5,Unmatched,0,0,Unmatched,0,0,H133,154,5,H133,154,5,7,7,193,193,0,0
W169,49,Doctor,150,H102,74,2,H102,74,2,H52,5,1,H52,5,1,H102,74,2,H102,74,2,0,0,0,0,0,0
W49,49,Doctor,151,H46,44,1,H46,44,1,Unmatched,0,0,Unmatched,0,0,H46,44,1,H46,44,1,0,0,193,193,0,0
W5,49,Doctor,152,H146,199,-1,H146,199,-1,Unmatched,0,0,Unmatched,0,0,H185,196,5,H185,196,5,20,20,193,193,0,0
W19,49,Doctor,153,H76,35,1,H76,35,1,Unmatched,0,0,Unmatched,0,0,H76,35,1,H76,35,1,0,0,192,192,0,0
W200,49,Doctor,154,H67,168,4,H67,168,4,Unmatched,0,0,Unmatched,0,0,H67,168,4,H67,168,4,9,9,193,193,0,0
W179,49,Doctor,155,H79,53,2,H79,53,2,Unmatched,0,0,Unmatched,0,0,H79,53,2,H79,53,2,0,0,193,193,0,0
W80,49,Doctor,156,H154,184,-1,H154,184,-1,Unmatched,0,0,Unmatched,0,0,H53,165,5,H53,165,5,9,9,193,193,0,0
W180,49,Doctor,157,H179,86,2,H179,86,2,Unmatched,0,0,Unmatched,0,0,H179,86,2,H179,86,2,0,0,193,193,0,0
W90,49,Doctor,158,H111,126,4,H111,126,4,Unmatched,0,0,Unmatched,0,0,H111,126,4,H111,126,4,3,3,193,193,0,0
W43,49,Doctor,159,H6,164,-1,H6,164,-1,Unmatched,0,0,Unmatched,0,0,H181,111,3,H181,111,3,1,1,193,193,0,0
W47,49,Doctor,160,H29,121,2,H29,121,2,Unmatched,0,0,Unmatched,0,0,H29,121,2,H29,121,2,3,3,192,192,0,0
W33,49,Doctor,161,H33,177,5,H33,177,5,Unmatched,0,0,Unmatched,0,0,H33,177,5,H33,177,5,10,10,192,192,0,0
W139,49,Doctor,162,H17,116,2,H17,116,2,Unmatched,0,0,Unmatched,0,0,H17,116,2,H17,116,2,2,2,193,193,0,0
W186,49,Doctor,163,H142,2,1,H142,2,1,H142,2,1,H142,2,1,H142,2,1,H142,2,1,0,0,0,0,0,0
W161,49,Doctor,164,H81,155,3,H81,155,3,Unmatched,0,0,Unmatched,0,0,H81,155,3,H81,155,3,7,7,192,192,0,0
W183,49,Doctor,165,H187,132,4,H187,132,4,Unmatched,0,0,Unmatched,0,0,H187,132,4,H187,132,4,4,4,192,192,0,0
W78,49,Doctor,166,H43,10,1,H43,10,1,Unmatched,0,0,Unmatched,0,0,H43,10,1,H43,10,1,0,0,192,192,0,0
W153,49,Doctor,167,H122,142,5,H122,142,5,Unmatched,0,0,Unmatched,0,0,H162,122,3,H162,122,3,4,4,192,192,0,0
W55,49,Doctor,168,H34,151,4,H34,151,4,Unmatched,0,0,Unmatched,0,0,H144,124,3,H144,124,3,3,3,193,193,0,0
W145,49,Doctor,169,H183,5,1,H183,5,1,H183,5,1,H183,5,1,H183,5,1,H183,5,1,0,0,0,0,0,0
W104,49,Doctor,170,H200,80,2,H200,80,2,Unmatched,0,0,Unmatched,0,0,H200,80,2,H200,80,2,0,0,193,193,0,0
W53,49,Doctor,171,H123,123,2,H123,123,2,Unmatched,0,0,Unmatched,0,0,H123,123,2,H123,123,2,3,3,193,193,0,0
W182,49,Doctor,172,H192,21,1,H192,21,1,Unmatched,0,0,Unmatched,0,0,H192,21,1,H192,21,1,0,0,193,193,0,0
W65,49,Doctor,173,H1,178,-1,H1,178,-1,Unmatched,0,0,Unmatched,0,0,H34,152,5,H34,152,5,7,7,192,192,0,0
W108,49,Doctor,174,H85,113,-1,H85,113,-1,Unmatched,0,0,Unmatched,0,0,H153,117,2,H153,117,2,3,3,193,193,0,0
W25,49,Doctor,175,H169,169,3,H169,169,3,Unmatched,0,0,Unmatched,0,0,H169,169,3,H169,169,3,9,9,193,193,0,0
W194,49,Doctor,176,H114,87,2,H114,87,2,Unmatched,0,0,Unmatched,0,0,H114,87,2,H114,87,2,0,0,192,192,0,0
W102,49,Doctor,177,H157,67,2,H157,67,2,Unmatched,0,0,Unmatched,0,0,H157,67,2,H157,67,2,0,0,193,193,0,0
W123,49,Doctor,178,H73,102,4,H73,102,4,Unmatched,0,0,Unmatched,0,0,H73,102,4,H73,102,4,1,1,192,192,0,0
W71,49,Doctor,179,H139,149,5,H139,149,5,Unmatched,0,0,Unmatched,0,0,H139,149,5,H139,149,5,7,7,192,192,0,0
W12,49,Doctor,180,H66,55,1,H66,55,1,Unmatched,0,0,Unmatched,0,0,H66,55,1,H66,55,1,0,0,192,192,0,0
W105,49,Doctor,181,H112,7,1,H112,7,1,Unmatched,0,0,Unmatched,0,0,H112,7,1,H112,7,1,0,0,192,192,0,0
W176,49,Doctor,182,H182,101,-1,H182,101,-1,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,Unmatched,0,0,26,26,192,192,0,0
W189,49,Doctor,183,H26,152,3,H26,152,3,Unmatched,0,0,Unmatched,0,0,H26,152,3,H26,152,3,7,7,192,192,0,0
W197,49,Doctor,184,H88,48,2,H88,48,2,Unmatched,0,0,Unmatched,0,0,H88,48,2,H88,48,2,0,0,193,193,0,0
W15,49,Doctor,185,H100,7,1,H100,7,1,Unmatched,0,0,Unmatched,0,0,H100,7,1,H100,7,1,0,0,193,193,0,0
W50,49,Doctor,186,H173,48,1,H173,48,1,Unmatched,0,0,Unmatched,0,0,H173,48,1,H173,48,1,0,0,193,193,0,0
W93,49,Doctor,187,H44,78,2,H44,78,2,Unmatched,0,0,Unmatched,0,0,H44,78,2,H44,78,2,0,0,192,192,0,0
W134,49,Doctor,188,H40,16,2,H40,16,2,Unmatched,0,0,Unmatched,0,0,H40,16,2,H40,16,2,0,0,193,193,0,0
W61,49,Doctor,189,H39,49,2,H39,49,2,Unmatched,0,0,Unmatched,0,0,H39,49,2,H39,49,2,0,0,193,193,0,0
W198,49,Doctor,190,H170,118,-1,H170,118,-1,Unmatched,0,0,Unmatched,0,0,H176,135,4,H176,135,4,4,4,193,193,0,0
W84,49,Doctor,191,H36,179,4,H36,179,4,H198,5,1,H198,5,1,H6,165,3,H6,165,3,9,9,0,0,0,0
W152,49,Doctor,192,H78,21,1,H78,21,1,Unmatched,0,0,Unmatched,0,0,H78,21,1,H78,21,1,0,0,192,192,0,0
W120,49,Doctor,193,H140,165,4,H140,165,4,Unmatched,0,0,Unmatched,0,0,H140,165,4,H140,165,4,9,9,193,193,0,0
W92,49,Doctor,194,H130,153,1,H130,153,1,Unmatched,0,0,Unmatched,0,0,H130,153,1,H130,153,1,7,7,192,192,0,0
W125,49,Doctor,195,H96,29,1,H96,29,1,Unmatched,0,0,Unmatched,0,0,H96,29,1,H96,29,1,0,0,193,193,0,0
W101,49,Doctor,196,H35,196,4,H35,196,4,Unmatched,0,0,Unmatched,0,0,H35,196,4,H35,196,4,20,20,193,193,0,0
W162,49,Doctor,197,H24,44,1,H24,44,1,Unmatched,0,0,Unmatched,0,0,H24,44,1,H24,44,1,0,0,193,193,0,0
W20,49,Doctor,198,H195,176,3,H195,176,3,Unmatched,0,0,Unmatched,0,0,H195,176,3,H195,176,3,10,10,193,193,0,0
W100,49,Doctor,199,H89,66,3,H89,66,3,Unmatched,0,0,Unmatched,0,0,H89,66,3,H89,66,3,0,0,193,193,0,0
W130,49,Doctor,200,H171,131,4,H171,131,4,Unmatched,0,0,Unmatched,0,0,H171,131,4,H171,131,4,4,4,193,193,0,0
H106,49,Hospital,1,W34,1,1,W34,1,1,W34,1,1,W34,1,1,W34,1,1,W34,1,1,0,0,0,0,0,0
H142,49,Hospital,2,W186,1,1,W186,1,1,W186,1,1,W186,1,1,W186,1,1,W186,1,1,0,0,0,0,0,0
H11,49,Hospital,3,W37,1,1,W37,1,1,W37,1,1,W37,1,1,W37,1,1,W37,1,1,0,0,0,0,0,0
H71,49,Hospital,4,W157,1,1,W157,1,1,W157,1,1,W157,1,1,W157,1,1,W157,1,1,0,0,0,0,0,0
H52,49,Hospital,5,W128,1,1,W128,1,1,W169,2,2,W169,2,2,W128,1,1,W128,1,1,0,0,1,1,0,0
H183,49,Hospital,6,W145,1,1,W145,1,1,W145,1,1,W145,1,1,W145,1,1,W145,1,1,0,0,0,0,0,0
H198,49,Hospital,7,W46,1,1,W46,1,1,W84,2,2,W84,2,2,W46,1,1,W46,1,1,0,0,1,1,0,0
H100,49,Hospital,8,W15,1,1,W15,1,1,W164,130,-1,W164,130,-1,W15,1,1,W15,1,1,0,0,126,126,0,0
H112,49,Hospital,9,W105,1,1,W105,1,1,Unmatched,0,0,Unmatched,0,0,W105,1,1,W105,1,1,0,0,192,192,0,0
H135,49,Hospital,10,W4,1,1,W4,1,1,Unmatched,0,0,Unmatched,0,0,W4,1,1,W4,1,1,0,0,192,192,0,0
H43,49,Hospital,11,W78,1,1,W78,1,1,Unmatched,0,0,Unmatched,0,0,W78,1,1,W78,1,1,0,0,192,192,0,0
H115,49,Hospital,12,W87,1,1,W87,1,1,Unmatched,0,0,Unmatched,0,0,W87,1,1,W87,1,1,0,0,192,192,0,0
H174,49,Hospital,13,W133,1,1,W133,1,1,Unmatched,0,0,Unmatched,0,0,W133,1,1,W133,1,1,0,0,192,192,0,0
H40,49,Hospital,14,W134,1,1,W134,1,1,Unmatched,0,0,Unmatched,0,0,W134,1,1,W134,1,1,0,0,192,192,0,0
H149,49,Hospital,15,W127,1,1,W127,1,1,Unmatched,0,0,Unmatched,0,0,W127,1,1,W127,1,1,0,0,192,192,0,0
H72,49,Hospital,16,W10,1,1,W10,1,1,Unmatched,0,0,Unmatched,0,0,W10,1,1,W10,1,1,0,0,192,192,0,0
H90,49,Hospital,17,W163,1,1,W163,1,1,Unmatched,0,0,Unmatched,0,0,W163,1,1,W163,1,1,0,0,192,192,0,0
H62,49,Hospital,18,W154,1,1,W154,1,1,Unmatched,0,0,Unmatched,0,0,W154,1,1,W154,1,1,0,0,192,192,0,0
H192,49,Hospital,19,W182,1,1,W182,1,1,Unmatched,0,0,Unmatched,0,0,W182,1,1,W182,1,1,0,0,192,192,0,0
H78,49,Hospital,20,W152,1,1,W152,1,1,Unmatched,0,0,Unmatched,0,0,W152,1,1,W152,1,1,0,0,192,192,0,0
H103,49,Hospital,21,W51,1,1,W51,1,1,Unmatched,0,0,Unmatched,0,0,W51,1,1,W51,1,1,0,0,192,192,0,0
H151,49,Hospital,22,W150,1,1,W150,1,1,Unmatched,0,0,Unmatched,0,0,W150,1,1,W150,1,1,0,0,192,192,0,0
H49,49,Hospital,23,W29,1,1,W29,1,1,Unmatched,0,0,Unmatched,0,0,W29,1,1,W29,1,1,0,0,192,192,0,0
H31,49,Hospital,24,W122,1,1,W122,1,1,Unmatched,0,0,Unmatched,0,0,W122,1,1,W122,1,1,0,0,192,192,0,0
H54,49,Hospital,25,W24,1,1,W24,1,1,Unmatched,0,0,Unmatched,0,0,W24,1,1,W24,1,1,0,0,192,192,0,0
H65,49,Hospital,26,W116,3,3,W116,3,3,Unmatched,0,0,Unmatched,0,0,W116,3,3,W116,3,3,0,0,192,192,0,0
H132,49,Hospital,27,W144,1,1,W144,1,1,Unmatched,0,0,Unmatched,0,0,W144,1,1,W144,1,1,0,0,192,192,0,0
H156,49,Hospital,28,W135,1,1,W135,1,1,Unmatched,0,0,Unmatched,0,0,W135,1,1,W135,1,1,0,0,192,192,0,0
H84,49,Hospital,29,W52,1,1,W52,1,1,Unmatched,0,0,Unmatched,0,0,W52,1,1,W52,1,1,0,0,192,192,0,0
H158,49,Hospital,30,W178,1,1,W178,1,1,Unmatched,0,0,Unmatched,0,0,W178,1,1,W178,1,1,0,0,192,192,0,0
H161,49,Hospital,31,W172,1,1,W172,1,1,Unmatched,0,0,Unmatched,0,0,W172,1,1,W172,1,1,0,0,192,192,0,0
H96,49,Hospital,32,W125,1,1,W125,1,1,Unmatched,0,0,Unmatched,0,0,W125,1,1,W125,1,1,0,0,192,192,0,0
H42,49,Hospital,33,W143,1,1,W143,1,1,Unmatched,0,0,Unmatched,0,0,W143,1,1,W143,1,1,0,0,192,192,0,0
H168,49,Hospital,34,W74,1,1,W74,1,1,Unmatched,0,0,Unmatched,0,0,W74,1,1,W74,1,1,0,0,192,192,0,0
H76,49,Hospital,35,W19,1,1,W19,1,1,Unmatched,0,0,Unmatched,0,0,W19,1,1,W19,1,1,0,0,192,192,0,0
H104,49,Hospital,36,W136,1,1,W136,1,1,Unmatched,0,0,Unmatched,0,0,W136,1,1,W136,1,1,0,0,192,192,0,0
H147,49,Hospital,37,W85,2,2,W85,2,2,Unmatched,0,0,Unmatched,0,0,W85,2,2,W85,2,2,0,0,192,192,0,0
H166,49,Hospital,38,W31,1,1,W31,1,1,Unmatched,0,0,Unmatched,0,0,W31,1,1,W31,1,1,0,0,192,192,0,0
H46,49,Hospital,39,W49,1,1,W49,1,1,Unmatched,0,0,Unmatched,0,0,W49,1,1,W49,1,1,0,0,192,192,0,0
H9,49,Hospital,40,W89,1,1,W89,1,1,Unmatched,0,0,Unmatched,0,0,W89,1,1,W89,1,1,0,0,192,192,0,0
H55,49,Hospital,41,W177,1,1,W177,1,1,Unmatched,0,0,Unmatched,0,0,W177,1,1,W177,1,1,0,0,192,192,0,0
H21,49,Hospital,42,W13,1,1,W13,1,1,Unmatched,0,0,Unmatched,0,0,W13,1,1,W13,1,1,0,0,192,192,0,0
H97,49,Hospital,43,W69,1,1,W69,1,1,Unmatched,0,0,Unmatched,0,0,W69,1,1,W69,1,1,0,0,192,192,0,0
H91,49,Hospital,44,W9,1,1,W9,1,1,Unmatched,0,0,Unmatched,0,0,W9,1,1,W9,1,1,0,0,192,192,0,0
H74,49,Hospital,45,W73,1,1,W73,1,1,Unmatched,0,0,Unmatched,0,0,W73,1,1,W73,1,1,0,0,192,192,0,0
H24,49,Hospital,46,W162,2,2,W162,2,2,Unmatched,0,0,Unmatched,0,0,W162,2,2,W162,2,2,0,0,192,192,0,0
H173,49,Hospital,47,W50,1,1,W50,1,1,Unmatched,0,0,Unmatched,0,0,W50,1,1,W50,1,1,0,0,192,192,0,0
H138,49,Hospital,48,W155,2,2,W155,2,2,Unmatched,0,0,Unmatched,0,0,W155,2,2,W155,2,2,0,0,192,192,0,0
H88,49,Hospital,49,W197,1,1,W197,1,1,Unmatched,0,0,Unmatched,0,0,W197,1,1,W197,1,1,0,0,192,192,0,0
H79,49,Hospital,50,W179,1,1,W179,1,1,Unmatched,0,0,Unmatched,0,0,W179,1,1,W179,1,1,0,0,192,192,0,0
H105,49,Hospital,51,W28,1,1,W28,1,1,Unmatched,0,0,Unmatched,0,0,W28,1,1,W28,1,1,0,0,192,192,0,0
H196,49,Hospital,52,W42,1,1,W42,1,1,Unmatched,0,0,Unmatched,0,0,W42,1,1,W42,1,1,0,0,192,192,0,0
H39,49,Hospital,53,W61,3,3,W61,3,3,Unmatched,0,0,Unmatched,0,0,W61,3,3,W61,3,3,0,0,192,192,0,0
H48,49,Hospital,54,W160,1,1,W160,1,1,Unmatched,0,0,Unmatched,0,0,W160,1,1,W160,1,1,0,0,192,192,0,0
H66,49,Hospital,55,W12,2,2,W12,2,2,Unmatched,0,0,Unmatched,0,0,W12,2,2,W12,2,2,0,0,192,192,0,0
H99,49,Hospital,56,W32,1,1,W32,1,1,Unmatched,0,0,Unmatched,0,0,W32,1,1,W32,1,1,0,0,192,192,0,0
H63,49,Hospital,57,W165,1,1,W165,1,1,Unmatched,0,0,Unmatched,0,0,W165,1,1,W165,1,1,0,0,192,192,0,0
H2,49,Hospital,58,W149,2,2,W149,2,2,Unmatched,0,0,Unmatched,0,0,W149,2,2,W149,2,2,0,0,192,192,0,0
H18,49,Hospital,59,W36,1,1,W36,1,1,Unmatched,0,0,Unmatched,0,0,W36,1,1,W36,1,1,0,0,192,192,0,0
H124,49,Hospital,60,W110,1,1,W110,1,1,Unmatched,0,0,Unmatched,0,0,W110,1,1,W110,1,1,0,0,192,192,0,0
H160,49,Hospital,61,W64,2,2,W64,2,2,Unmatched,0,0,Unmatched,0,0,W64,2,2,W64,2,2,0,0,192,192,0,0
H56,49,Hospital,62,W199,1,1,W199,1,1,Unmatched,0,0,Unmatched,0,0,W199,1,1,W199,1,1,0,0,192,192,0,0
H75,49,Hospital,63,W27,1,1,W27,1,1,Unmatched,0,0,Unmatched,0,0,W27,1,1,W27,1,1,0,0,192,192,0,0
H89,49,Hospital,64,W100,1,1,W100,1,1,Unmatched,0,0,Unmatched,0,0,W100,1,1,W100,1,1,0,0,192,192,0,0
H69,49,Hospital,65,W8,1,1,W8,1,1,Unmatched,0,0,Unmatched,0,0,W8,1,1,W8,1,1,0,0,192,192,0,0
H127,49,Hospital,66,W121,1,1,W121,1,1,Unmatched,0,0,Unmatched,0,0,W158,2,2,W158,2,2,0,0,192,192,0,0
H70,49,Hospital,67,W17,1,1,W17,1,1,Unmatched,0,0,Unmatched,0,0,W17,1,1,W17,1,1,0,0,192,192,0,0
H94,49,Hospital,68,W114,1,-1,W114,1,-1,Unmatched,0,0,Unmatched,0,0,W121,4,2,W121,4,2,1,1,192,192,0,0
H159,49,Hospital,69,W59,2,2,W59,2,2,Unmatched,0,0,Unmatched,0,0,W59,2,2,W59,2,2,0,0,192,192,0,0
H93,49,Hospital,70,W86,1,1,W86,1,1,Unmatched,0,0,Unmatched,0,0,W86,1,1,W86,1,1,0,0,192,192,0,0
H157,49,Hospital,71,W102,1,1,W102,1,1,Unmatched,0,0,Unmatched,0,0,W102,1,1,W102,1,1,0,0,192,192,0,0
H113,49,Hospital,72,W159,1,1,W159,1,1,Unmatched,0,0,Unmatched,0,0,W159,1,1,W159,1,1,0,0,192,192,0,0
H125,49,Hospital,73,W111,2,2,W111,2,2,Unmatched,0,0,Unmatched,0,0,W111,2,2,W111,2,2,0,0,192,192,0,0
H32,49,Hospital,74,W38,2,2,W38,2,2,Unmatched,0,0,Unmatched,0,0,W38,2,2,W38,2,2,0,0,192,192,0,0
H200,49,Hospital,75,W104,1,1,W104,1,1,Unmatched,0,0,Unmatched,0,0,W104,1,1,W104,1,1,0,0,192,192,0,0
H102,49,Hospital,76,W169,3,2,W169,3,2,Unmatched,0,0,Unmatched,0,0,W169,3,2,W169,3,2,0,0,192,192,0,0
H180,49,Hospital,77,W26,1,1,W26,1,1,Unmatched,0,0,Unmatched,0,0,W26,1,1,W26,1,1,0,0,192,192,0,0
H15,49,Hospital,78,W1,1,1,W1,1,1,Unmatched,0,0,Unmatched,0,0,W1,1,1,W1,1,1,0,0,192,192,0,0
H23,49,Hospital,79,W113,1,1,W113,1,1,Unmatched,0,0,Unmatched,0,0,W113,1,1,W113,1,1,0,0,192,192,0,0
H25,49,Hospital,80,W192,2,2,W192,2,2,Unmatched,0,0,Unmatched,0,0,W192,2,2,W192,2,2,0,0,192,192,0,0
H44,49,Hospital,81,W93,1,1,W93,1,1,Unmatched,0,0,Unmatched,0,0,W93,1,1,W93,1,1,0,0,192,192,0,0
H38,49,Hospital,82,W22,2,2,W22,2,2,Unmatched,0,0,Unmatched,0,0,W22,2,2,W22,2,2,0,0,192,192,0,0
H37,49,Hospital,83,W115,1,1,W115,1,1,Unmatched,0,0,Unmatched,0,0,W115,1,1,W115,1,1,0,0,192,192,0,0
H164,49,Hospital,84,W98,6,5,W98,6,5,Unmatched,0,0,Unmatched,0,0,W98,6,5,W98,6,5,0,0,192,192,0,0
H188,49,Hospital,85,W164,1,1,W164,1,1,Unmatched,0,0,Unmatched,0,0,W164,1,1,W164,1,1,0,0,192,192,0,0
H107,49,Hospital,86,W30,1,1,W30,1,1,Unmatched,0,0,Unmatched,0,0,W30,1,1,W30,1,1,0,0,192,192,0,0
H126,49,Hospital,87,W132,3,3,W132,3,3,Unmatched,0,0,Unmatched,0,0,W132,3,3,W132,3,3,0,0,192,192,0,0
H114,49,Hospital,88,W194,2,2,W194,2,2,Unmatched,0,0,Unmatched,0,0,W194,2,2,W194,2,2,0,0,192,192,0,0
H120,49,Hospital,89,W158,1,1,W158,1,1,Unmatched,0,0,Unmatched,0,0,W54,3,2,W54,3,2,0,0,192,192,0,0
H82,49,Hospital,90,W151,3,3,W151,3,3,Unmatched,0,0,Unmatched,0,0,W151,3,3,W151,3,3,0,0,192,192,0,0
H86,49,Hospital,91,W173,1,1,W173,1,1,Unmatched,0,0,Unmatched,0,0,W173,1,1,W173,1,1,0,0,192,192,0,0
H175,49,Hospital,92,W185,1,1,W185,1,1,Unmatched,0,0,Unmatched,0,0,W185,1,1,W185,1,1,0,0,192,192,0,0
H141,49,Hospital,93,W66,1,-1,W66,1,-1,Unmatched,0,0,Unmatched,0,0,W11,4,1,W11,4,1,3,3,192,192,0,0
H98,49,Hospital,94,W76,1,1,W76,1,1,Unmatched,0,0,Unmatched,0,0,W76,1,1,W76,1,1,0,0,192,192,0,0
H179,49,Hospital,95,W180,2,2,W180,2,2,Unmatched,0,0,Unmatched,0,0,W180,2,2,W180,2,2,0,0,192,192,0,0
H95,49,Hospital,96,W44,1,1,W44,1,1,Unmatched,0,0,Unmatched,0,0,W44,1,1,W44,1,1,0,0,192,192,0,0
H184,49,Hospital,97,W58,1,1,W58,1,1,Unmatched,0,0,Unmatched,0,0,W58,1,1,W58,1,1,0,0,192,192,0,0
H12,49,Hospital,98,W138,1,1,W138,1,1,Unmatched,0,0,Unmatched,0,0,W138,1,1,W138,1,1,0,0,192,192,0,0
